,Risk Off,Risk On,BTC
01/04/2019,160.0983272,669.4442093,4094.32
02/04/2019,160.8446143,680.7416616,4138.42
03/04/2019,168.0780353,900.6840055,4903.72
04/04/2019,168.629053,916.8533619,4960.23
05/04/2019,168.2613022,902.3863334,4911.27
06/04/2019,169.3590604,937.6650992,5033.23
07/04/2019,169.509943,940.6733478,5044.36
08/04/2019,170.7570214,982.780965,5189.11
09/04/2019,171.5345848,1010.360949,5283.42
10/04/2019,171.31472,982.5644033,5195.58
11/04/2019,172.2395372,1016.67241,5311.74
12/04/2019,169.9460067,940.9137496,5050.67
13/04/2019,170.3193325,949.878095,5082.86
14/04/2019,170.3146038,947.2596547,5074.79
15/04/2019,171.0625434,970.9434818,5156.80
16/04/2019,170.1097242,937.6903788,5042.90
17/04/2019,171.4724863,985.2999323,5205.96
18/04/2019,171.702161,991.0052314,5226.35
19/04/2019,172.1727979,1006.085868,5278.50
20/04/2019,172.6778118,1007.718275,5289.95
21/04/2019,172.9306596,1014.514252,5313.97
22/04/2019,172.8647847,1008.827307,5295.73
23/04/2019,173.5875936,1034.5947,5383.80
24/04/2019,174.6632402,1082.749301,5544.86
25/04/2019,174.0784112,1048.282769,5431.95
26/04/2019,172.3064699,956.2236755,5127.67
27/04/2019,172.5933766,962.3770356,5150.16
28/04/2019,172.953592,971.215614,5181.81
29/04/2019,172.7439805,961.2590744,5148.67
30/04/2019,172.8291971,960.945804,5148.80
01/05/2019,173.8365333,995.2497011,5266.62
02/05/2019,174.2875162,1009.237962,5315.18
03/05/2019,174.9311488,1032.030684,5393.13
04/05/2019,176.4870287,1112.252623,5658.43
05/05/2019,177.179909,1147.368396,5774.71
06/05/2019,177.0307614,1132.836973,5728.35
07/05/2019,176.9259021,1121.290432,5691.69
08/05/2019,177.5755083,1162.39721,5825.74
09/05/2019,178.0394647,1195.126645,5931.80
10/05/2019,178.6980202,1263.746926,6150.14
11/05/2019,179.1895517,1329.463849,6357.46
12/05/2019,179.7336015,1643.490244,7325.08
13/05/2019,179.2758412,1520.382807,6942.62
14/05/2019,179.8048816,1798.077665,7798.91
15/05/2019,179.9178042,1848.812908,7955.56
16/05/2019,180.0421841,1933.168448,8215.21
17/05/2019,179.8842222,1818.394092,7862.07
18/05/2019,179.3993002,1645.487779,7326.92
19/05/2019,179.3929433,1629.518873,7277.99
20/05/2019,179.8866171,1935.301169,8219.74
21/05/2019,179.7833761,1857.73683,7981.14
22/05/2019,179.8226602,1858.44518,7983.81
23/05/2019,179.6197192,1756.028289,7667.90
24/05/2019,179.8175061,1830.244448,7897.47
25/05/2019,179.9116291,1859.149517,7987.10
26/05/2019,179.978816,1883.21886,8061.59
27/05/2019,180.1586489,2101.458103,8731.52
28/05/2019,180.1904245,2129.196064,8816.79
29/05/2019,180.1883585,2097.280897,8719.13
30/05/2019,180.1930062,2076.459432,8655.49
31/05/2019,180.1213514,1951.278887,8271.62
01/06/2019,180.1953459,2044.001058,8556.22
02/06/2019,180.2811947,2043.17987,8554.81
03/06/2019,180.2912532,2105.097584,8744.35
04/06/2019,180.2610341,1918.588464,8173.40
05/06/2019,180.1843519,1747.797386,7649.94
06/06/2019,180.2276739,1796.193059,7798.54
07/06/2019,180.2393817,1789.007885,7776.71
08/06/2019,180.2720457,1869.689217,8023.95
09/06/2019,180.2745184,1842.173229,7939.81
10/06/2019,180.2546169,1742.31498,7634.07
11/06/2019,180.2890688,1859.599888,7993.30
12/06/2019,180.2909411,1836.442477,7922.48
13/06/2019,180.2990529,1909.719735,8146.76
14/06/2019,180.3016769,1937.827754,8232.78
15/06/2019,180.304002,2089.893581,8698.00
16/06/2019,180.3043306,2139.76821,8850.58
17/06/2019,180.3044412,2194.989023,9019.52
18/06/2019,180.3044755,2299.936768,9340.57
19/06/2019,180.3044743,2204.016036,9047.13
20/06/2019,180.3044799,2281.789275,9285.06
21/06/2019,180.3044805,2367.323151,9546.72
22/06/2019,180.3044805,2542.783687,10083.49
23/06/2019,180.3044805,2739.505555,10685.30
24/06/2019,180.3044805,2775.17924,10794.43
25/06/2019,180.3044805,2843.752765,11004.21
26/06/2019,180.3044805,3079.781813,11726.26
27/06/2019,180.3044805,3451.513574,12863.46
28/06/2019,180.3044805,2878.268779,11109.80
29/06/2019,180.3044805,3286.354406,12358.21
30/06/2019,180.3044805,3151.071256,11944.35
01/07/2019,176.8276699,2630.53096,10842.62
02/07/2019,175.9858896,2501.166442,10569.55
03/07/2019,176.5971179,2594.179277,10766.08
04/07/2019,180.1612903,3157.62234,11952.02
05/07/2019,177.8138983,2789.729567,11177.01
06/07/2019,177.2830971,2704.766355,10998.40
07/07/2019,177.9286734,2804.193633,11208.23
08/07/2019,178.692974,2921.665157,11456.18
09/07/2019,181.2550185,3332.46165,12319.62
10/07/2019,182.0510708,3455.46006,12579.11
11/07/2019,180.9017727,3226.335543,12106.78
12/07/2019,178.3108029,2843.129822,11294.68
13/07/2019,180.0989693,3085.529357,11813.32
14/07/2019,178.5400249,2866.644287,11346.84
15/07/2019,175.0122979,2367.029556,10283.08
16/07/2019,177.12713,2669.493198,10926.38
17/07/2019,172.494904,1982.627682,9471.14
18/07/2019,173.113002,2079.324636,9674.88
19/07/2019,176.3154211,2553.62497,10679.89
20/07/2019,175.8200056,2484.359242,10532.20
21/07/2019,176.9148988,2639.575806,10862.65
22/07/2019,175.9940371,2511.658199,10589.71
23/07/2019,175.0743091,2384.668652,10318.56
24/07/2019,173.5682641,2172.549,9866.65
25/07/2019,173.3013148,2138.243214,9792.79
26/07/2019,173.5618414,2188.773756,9897.19
27/07/2019,173.3300046,2160.909414,9836.70
28/07/2019,172.011491,1978.165624,9446.67
29/07/2019,172.2506967,2017.839607,9529.79
30/07/2019,172.096661,2007.008637,9504.16
31/07/2019,172.3330504,2047.699263,9589.11
01/08/2019,173.9586063,2267.218482,10059.00
02/08/2019,175.1588247,2426.322859,10400.31
03/08/2019,175.573118,2487.350504,10529.69
04/08/2019,176.5811473,2617.85238,10810.42
05/08/2019,177.2438324,2699.179014,10986.51
06/08/2019,180.3430193,3068.970728,11790.02
07/08/2019,178.9354489,2900.181336,11423.50
08/08/2019,181.0506402,3150.125333,11967.27
09/08/2019,180.9748895,3136.127525,11938.23
10/08/2019,180.6867593,3099.009216,11858.34
11/08/2019,178.4645133,2845.219866,11303.73
12/08/2019,179.3806431,2948.697572,11530.20
13/08/2019,178.7890156,2882.268228,11384.70
14/08/2019,176.6525779,2646.485036,10867.05
15/08/2019,173.3154226,2260.190278,10024.38
16/08/2019,174.3931804,2392.100632,10310.09
17/08/2019,174.5901046,2422.023995,10373.32
18/08/2019,173.858354,2347.138892,10207.16
19/08/2019,174.3064498,2404.814721,10331.31
20/08/2019,176.6137123,2656.437271,10884.63
21/08/2019,176.0705538,2606.182875,10771.39
22/08/2019,173.1582205,2301.164315,10096.83
23/08/2019,173.1827372,2312.810169,10119.71
24/08/2019,174.3808326,2447.220126,10414.14
25/08/2019,173.0990314,2328.715505,10147.09
26/08/2019,172.6394596,2312.091045,10100.36
27/08/2019,173.4099763,2437.014102,10362.64
28/08/2019,172.0883158,2357.530136,10168.22
29/08/2019,169.9585428,2160.790694,9724.80
30/08/2019,168.5657493,2057.188897,9482.31
31/08/2019,168.8182928,2103.093366,9577.68
01/09/2019,168.788983,2118.033819,9605.02
02/09/2019,168.9187673,2199.083941,9762.94
03/09/2019,171.8865205,2471.391907,10377.34
04/09/2019,173.1431986,2576.821071,10618.78
05/09/2019,172.7596779,2561.605863,10577.24
06/09/2019,172.624243,2565.525891,10580.18
07/09/2019,170.8294869,2465.336424,10330.85
08/09/2019,171.6149592,2537.958801,10494.51
09/09/2019,170.8762845,2504.83748,10407.27
10/09/2019,170.0811905,2479.265856,10332.46
11/09/2019,168.4378878,2377.918735,10085.95
12/09/2019,168.4679138,2407.044442,10142.15
13/09/2019,169.4009058,2528.560945,10403.36
14/09/2019,168.6394402,2511.255153,10345.34
15/09/2019,167.5814683,2539.302081,10363.45
16/09/2019,166.9896477,2519.420904,10306.17
17/09/2019,165.8859789,2513.199973,10257.82
18/09/2019,165.3368665,2489.972093,10195.61
19/09/2019,164.8955509,2479.591206,10161.32
20/09/2019,165.1284155,2532.016317,10268.39
21/09/2019,164.4083229,2492.752554,10170.13
22/09/2019,163.4777004,2412.081787,9986.41
23/09/2019,163.4388021,2444.739511,10047.01
24/09/2019,162.605815,2272.374293,9692.74
25/09/2019,162.2771234,1708.775067,8613.67
26/09/2019,162.2744518,1608.829759,8424.16
27/09/2019,162.2743235,1433.416758,8091.70
28/09/2019,162.2743232,1483.585579,8186.78
29/09/2019,162.2743232,1491.605139,8201.98
30/09/2019,162.2743232,1419.072112,8064.51
01/10/2019,163.6114681,1484.047517,8282.37
02/10/2019,163.8269189,1493.490342,8314.55
03/10/2019,164.1587154,1507.47378,8362.53
04/10/2019,163.5176758,1475.004995,8254.34
05/10/2019,163.0903722,1447.542674,8165.69
06/10/2019,162.9523061,1440.285496,8141.63
07/10/2019,161.0092455,1356.267492,7854.61
08/10/2019,163.5258115,1464.968803,8226.02
09/10/2019,163.2968434,1454.334211,8190.12
10/10/2019,165.9806107,1574.52514,8598.33
11/10/2019,165.9027773,1568.082391,8578.09
12/10/2019,163.9809224,1483.452278,8289.85
13/10/2019,164.2725253,1492.831052,8323.75
14/10/2019,164.216108,1481.887254,8291.25
15/10/2019,164.6667105,1497.343964,8346.37
16/10/2019,163.2894491,1444.051631,8160.71
17/10/2019,162.1081276,1399.180848,8003.86
18/10/2019,162.6374623,1418.7055,8072.49
19/10/2019,161.7747961,1386.42685,7959.33
20/10/2019,161.6876079,1383.369307,7948.48
21/10/2019,163.8753813,1457.578439,8213.71
22/10/2019,163.871828,1456.886503,8211.65
23/10/2019,162.3620999,1405.880956,8029.21
24/10/2019,157.7448378,1245.251135,7458.04
25/10/2019,157.6908188,1244.433814,7454.37
26/10/2019,166.2020422,1593.113835,8656.66
27/10/2019,169.517024,1772.810661,9249.65
28/10/2019,171.270559,1866.046993,9558.16
29/10/2019,170.0662415,1792.477447,9319.18
30/10/2019,170.7409809,1826.002268,9431.21
31/10/2019,169.3915225,1750.402943,9182.86
01/11/2019,169.3104188,1741.407049,9155.28
02/11/2019,170.1523926,1767.865258,9251.38
03/11/2019,170.5404082,1781.649266,9300.19
04/11/2019,170.0733461,1753.866531,9209.64
05/11/2019,171.3306684,1816.324824,9418.36
06/11/2019,170.9291691,1789.017236,9330.79
07/11/2019,171.1667423,1795.437283,9354.93
08/11/2019,170.3679191,1751.681175,9210.75
09/11/2019,167.6406316,1627.930211,8791.33
10/11/2019,167.8475342,1632.966011,8810.78
11/11/2019,169.4136278,1700.953818,9042.89
12/11/2019,167.2451033,1603.894935,8713.21
13/11/2019,167.8228763,1625.500538,8788.96
14/11/2019,167.7291436,1618.497497,8766.73
15/11/2019,166.9192486,1582.894124,8645.44
16/11/2019,165.6384847,1530.903946,8465.88
17/11/2019,165.7691892,1533.918003,8477.69
18/11/2019,166.0205618,1541.387446,8505.16
19/11/2019,163.5455099,1449.843597,8183.53
20/11/2019,163.0344959,1430.834678,8116.82
21/11/2019,162.7249238,1419.371356,8076.55
22/11/2019,158.9936484,1288.611489,7612.28
23/11/2019,156.3673313,1193.771287,7277.52
24/11/2019,156.295834,1211.046339,7324.84
25/11/2019,153.3893823,1102.220364,6943.38
26/11/2019,154.7378612,1159.28644,7139.04
27/11/2019,154.8568448,1167.534181,7165.44
28/11/2019,157.888109,1268.220066,7526.86
29/11/2019,157.0411666,1243.76779,7436.34
30/11/2019,159.7891153,1329.326608,7747.74
01/12/2019,158.0156604,1277.426419,7556.19
02/12/2019,156.7234674,1239.996943,7417.73
03/12/2019,155.7736473,1213.316678,7318.31
04/12/2019,155.5742897,1210.88396,7306.45
05/12/2019,154.6912849,1186.43084,7215.02
06/12/2019,156.2435419,1239.393233,7404.09
07/12/2019,157.3235406,1275.741456,7534.21
08/12/2019,157.0159832,1270.636922,7512.06
09/12/2019,157.0040773,1276.68099,7528.94
10/12/2019,155.0407641,1227.437423,7340.23
11/12/2019,153.8483747,1199.809178,7232.09
12/12/2019,153.4039391,1192.565231,7200.46
13/12/2019,153.1704886,1191.926581,7192.85
14/12/2019,153.4851207,1207.494295,7244.90
15/12/2019,151.738742,1161.603059,7071.11
16/12/2019,151.8724607,1174.573668,7111.29
17/12/2019,149.8999672,1111.271032,6882.40
18/12/2019,148.1591663,1030.267003,6608.96
19/12/2019,153.3772292,1222.416488,7284.63
20/12/2019,151.76018,1187.830682,7146.17
21/12/2019,151.8328384,1200.586321,7184.22
22/12/2019,151.1078636,1191.469071,7140.30
23/12/2019,154.3225838,1282.695392,7479.40
24/12/2019,152.1559673,1246.159792,7321.75
25/12/2019,149.8802135,1235.75256,7235.63
26/12/2019,148.9029467,1228.653573,7191.17
27/12/2019,148.5209437,1233.213499,7194.64
28/12/2019,148.4982719,1248.371981,7237.15
29/12/2019,148.7491513,1270.63395,7306.64
30/12/2019,149.2945441,1295.75505,7391.58
31/12/2019,146.0523862,1267.030853,7229.40
01/01/2020,145.6168048,1249.076695,7167.40
02/01/2020,145.6440624,1249.974797,7170.63
03/01/2020,144.0328162,1185.504138,6946.83
04/01/2020,146.6391499,1292.054462,7315.31
05/01/2020,146.8432882,1300.04718,7343.16
06/01/2020,146.8711064,1300.635357,7345.53
07/01/2020,149.613577,1424.15554,7765.80
08/01/2020,151.9292883,1533.859698,8136.09
09/01/2020,151.5004536,1510.804721,8059.70
10/01/2020,150.0012184,1438.787765,7817.14
11/01/2020,151.9719693,1531.292072,8129.82
12/01/2020,151.4076394,1501.902631,8032.01
13/01/2020,152.2432555,1541.112879,8164.55
14/01/2020,152.0355867,1527.973819,8121.93
15/01/2020,155.4177674,1746.884933,8830.17
16/01/2020,155.3864079,1740.595399,8811.45
17/01/2020,154.9797258,1711.608909,8718.69
18/01/2020,156.0720755,1770.082383,8912.54
19/01/2020,156.2179861,1774.298307,8928.18
20/01/2020,155.03355,1700.159508,8687.35
21/01/2020,155.1069331,1681.61284,8636.26
22/01/2020,155.8517717,1708.313435,8730.87
23/01/2020,155.4609816,1682.622094,8647.90
24/01/2020,154.0570365,1596.124984,8366.38
25/01/2020,154.5085001,1612.190283,8423.39
26/01/2020,154.0767118,1588.379598,8344.77
27/01/2020,155.6523172,1655.014955,8573.87
28/01/2020,157.3918885,1754.923641,8901.96
29/01/2020,159.2486027,1877.421577,9297.39
30/01/2020,159.4639434,1880.656768,9311.95
31/01/2020,160.322349,1942.252796,9508.92
01/02/2020,159.8128679,1893.521362,9357.28
02/02/2020,159.991537,1900.594585,9381.89
03/02/2020,159.9236913,1886.286504,9339.39
04/02/2020,159.7977492,1866.497116,9279.81
05/02/2020,159.3656742,1828.819304,9161.63
06/02/2020,161.0452085,1977.769263,9628.14
07/02/2020,161.4789206,2012.964645,9739.28
08/02/2020,161.8201179,2031.385984,9800.28
09/02/2020,162.2395114,2066.660135,9911.29
10/02/2020,162.8783368,2145.168914,10151.08
11/02/2020,162.1838962,2053.496402,9872.36
12/02/2020,163.1128997,2185.595578,10272.22
13/02/2020,163.4117256,2213.818219,10360.14
14/02/2020,163.2200412,2171.793283,10235.50
15/02/2020,163.6187909,2212.540863,10361.62
16/02/2020,162.7295018,2062.560523,9911.72
17/02/2020,163.583318,2069.287364,9952.05
18/02/2020,162.9946839,1980.116054,9683.08
19/02/2020,163.972239,2151.179438,10195.30
20/02/2020,162.5596125,1967.38885,9636.00
21/02/2020,162.7255236,1958.247937,9614.03
22/02/2020,163.0988927,1985.772992,9701.80
23/02/2020,163.1320691,1976.179487,9675.25
24/02/2020,163.831578,2074.423015,9972.84
25/02/2020,163.0947509,1966.954707,9648.01
26/02/2020,162.1664988,1868.547765,9344.29
27/02/2020,159.5134323,1700.391317,8798.89
28/02/2020,159.5341102,1693.250842,8779.03
29/02/2020,159.5551424,1683.101054,8750.59
01/03/2020,158.6349889,1632.020023,8582.09
02/03/2020,158.5035698,1619.028465,8541.77
03/03/2020,160.7425607,1727.348256,8906.21
04/03/2020,160.3247359,1682.810288,8768.81
05/03/2020,160.4000778,1677.795894,8756.37
06/03/2020,161.9674008,1771.544138,9062.62
07/03/2020,162.6435765,1795.286302,9147.09
08/03/2020,161.8307365,1715.136533,8898.31
09/03/2020,155.9321571,1489.855893,8109.61
10/03/2020,154.0235808,1431.672125,7896.39
11/03/2020,154.3905026,1433.235993,7909.93
12/03/2020,154.8546413,1439.51954,7939.34
13/03/2020,133.0044858,584.5164969,4959.31
14/03/2020,135.6213147,796.0942501,5627.69
15/03/2020,133.4794378,645.5432062,5145.17
16/03/2020,134.0933171,715.031677,5358.61
17/03/2020,132.8555463,604.6011919,5012.93
18/03/2020,134.0633118,735.6724916,5416.75
19/03/2020,133.7587154,729.8088883,5392.49
20/03/2020,138.1421994,976.0745105,6203.55
21/03/2020,137.6801478,969.7768202,6174.15
22/03/2020,137.3931365,972.8560486,6175.83
23/03/2020,134.9340832,873.1650054,5830.56
24/03/2020,139.2840191,1065.315655,6486.41
25/03/2020,141.6343917,1146.102807,6775.06
26/03/2020,140.4264952,1126.756215,6689.97
27/03/2020,140.6484,1147.436549,6754.46
28/03/2020,137.1506916,1085.359857,6490.80
29/03/2020,133.9570456,1022.289148,6231.82
30/03/2020,131.7122021,927.1570266,5904.86
31/03/2020,131.4486947,1115.935245,6436.91
01/04/2020,131.4653988,1114.225405,6432.38
02/04/2020,132.232568,1180.776499,6643.11
03/04/2020,132.7844253,1227.972554,6792.74
04/04/2020,132.6783509,1214.713003,6751.90
05/04/2020,133.0909852,1248.686151,6859.99
06/04/2020,132.9185414,1226.164938,6790.81
07/04/2020,134.6337859,1387.517529,7298.17
08/04/2020,134.304594,1351.971376,7187.59
09/04/2020,134.9659872,1410.362175,7372.19
10/04/2020,134.7777688,1386.782539,7299.58
11/04/2020,133.2547981,1247.237796,6859.82
12/04/2020,133.398904,1254.113743,6883.18
13/04/2020,133.7791102,1283.992587,6978.67
14/04/2020,133.4032145,1247.279071,6863.58
15/04/2020,133.4883397,1250.704262,6875.54
16/04/2020,132.6020082,1171.526093,6625.48
17/04/2020,134.418462,1330.270373,7127.79
18/04/2020,134.3037852,1315.15697,7081.40
19/04/2020,135.0311365,1371.876847,7262.79
20/04/2020,134.702733,1335.641749,7150.24
21/04/2020,133.6216623,1241.852666,6853.27
22/04/2020,133.7275439,1246.900211,6870.42
23/04/2020,134.7090685,1326.369555,7123.66
24/04/2020,136.0758062,1441.302878,7488.61
25/04/2020,136.2100676,1446.348003,7506.44
26/04/2020,136.3942318,1455.635251,7537.74
27/04/2020,137.0291551,1500.981305,7684.07
28/04/2020,137.4292922,1529.976336,7777.49
29/04/2020,137.4692349,1527.005003,7769.90
30/04/2020,140.6055852,1844.307069,8761.84
01/05/2020,140.3529878,1808.510893,8652.41
02/05/2020,141.1034962,1872.567466,8855.54
03/05/2020,141.5796961,1910.737166,8977.28
04/05/2020,141.4319093,1884.085425,8896.80
05/05/2020,141.5086827,1878.287864,8881.95
06/05/2020,141.9365628,1910.688763,8985.88
07/05/2020,142.900235,1999.913956,9266.81
08/05/2020,145.1135434,2233.171318,9993.75
09/05/2020,144.9030268,2188.348677,9859.32
10/05/2020,144.2250236,2096.333927,9577.34
11/05/2020,141.4914578,1820.558836,8715.03
12/05/2020,144.9709002,1748.242674,8591.65
13/05/2020,146.6695223,1812.04267,8817.25
14/05/2020,149.030241,1967.35588,9323.00
15/05/2020,150.631073,2119.59393,9801.27
16/05/2020,149.3662037,1965.848669,9326.88
17/05/2020,149.9589886,1984.601439,9395.48
18/05/2020,150.9800165,2075.462928,9682.53
19/05/2020,152.1893746,2080.562422,9726.85
20/05/2020,152.3880143,2088.359502,9754.20
21/05/2020,151.7893298,2010.748896,9515.70
22/05/2020,150.467097,1867.022799,9068.80
23/05/2020,151.5532273,1890.052475,9161.82
24/05/2020,151.8423807,1895.172692,9183.66
25/05/2020,150.425696,1776.335162,8806.23
26/05/2020,150.9938395,1807.211327,8909.19
27/05/2020,150.9393837,1781.996968,8835.14
28/05/2020,152.3930885,1885.433894,9169.06
29/05/2020,153.7755815,2012.110849,9568.26
30/05/2020,153.8630152,1964.26689,9432.41
31/05/2020,154.5321962,2048.479859,9691.68
01/06/2020,154.0697722,1963.042368,9433.94
02/06/2020,155.3114656,2217.810403,10199.14
03/06/2020,154.0494259,1990.399058,9512.35
04/06/2020,154.4614114,2031.950215,9642.27
05/06/2020,154.8991079,2087.554346,9813.36
06/06/2020,154.8560262,2028.467911,9641.89
07/06/2020,155.0316199,2036.262124,9668.67
08/06/2020,155.2760249,2061.547056,9747.58
09/06/2020,155.4161211,2067.903221,9769.34
10/06/2020,155.6329995,2069.557008,9779.42
11/06/2020,155.8304211,2105.681443,9888.44
12/06/2020,154.9676601,1901.160574,9277.45
13/06/2020,155.4199322,1959.284064,9456.16
14/06/2020,155.5462315,1960.005234,9461.33
15/06/2020,155.5315937,1919.085137,9342.96
16/06/2020,155.8676247,1950.359573,9441.38
17/06/2020,156.0343754,1976.234087,9520.09
18/06/2020,156.0638339,1951.228591,9448.69
19/06/2020,156.1060832,1930.516358,9389.99
20/06/2020,156.1349868,1894.212147,9285.99
21/06/2020,156.2572982,1917.895442,9357.29
22/06/2020,156.2932036,1892.445257,9284.77
23/06/2020,156.4338823,2029.888246,9684.62
24/06/2020,156.4439566,2004.528678,9611.73
25/06/2020,156.4307958,1894.111388,9292.94
26/06/2020,156.4483628,1878.074708,9247.12
27/06/2020,156.4572029,1847.597776,9159.44
28/06/2020,156.4609057,1793.036566,9002.17
29/06/2020,156.4623018,1829.742635,9108.07
30/06/2020,156.4623018,1856.156532,9184.25
01/07/2020,156.2670341,1842.192245,9143.97
02/07/2020,156.7831898,1875.426071,9241.34
03/07/2020,156.0191046,1825.093489,9094.39
04/07/2020,155.8780512,1815.572073,9066.69
05/07/2020,156.2000048,1835.813822,9126.22
06/07/2020,155.9639053,1819.777099,9079.61
07/07/2020,157.4746913,1906.673233,9338.94
08/07/2020,156.9954717,1877.280873,9252.16
09/07/2020,158.0547977,1938.442474,9434.57
10/07/2020,157.0118421,1868.73761,9231.50
11/07/2020,157.3614544,1886.302852,9285.22
12/07/2020,157.074523,1870.285275,9237.17
13/07/2020,157.4742777,1886.531526,9289.10
14/07/2020,157.1694121,1868.937967,9236.62
15/07/2020,157.3792755,1876.0417,9260.36
16/07/2020,156.9265508,1855.692992,9196.73
17/07/2020,156.466956,1835.222949,9132.59
18/07/2020,156.6456647,1842.753608,9156.47
19/07/2020,156.7932229,1848.859269,9175.91
20/07/2020,157.1250773,1862.277336,9218.84
21/07/2020,156.7482144,1845.870778,9167.19
22/07/2020,158.4808154,1914.798824,9388.57
23/07/2020,159.5949811,1959.253051,9531.26
24/07/2020,160.313825,1982.215906,9609.17
25/07/2020,159.854341,1962.9843,9548.10
26/07/2020,161.0974836,2010.625026,9702.45
27/07/2020,162.9956519,2081.659225,9933.91
28/07/2020,168.778486,2462.761973,11046.51
29/07/2020,168.3569814,2426.577088,10944.61
30/07/2020,169.3411959,2484.082195,11115.77
31/07/2020,169.6235144,2488.663187,11135.39
01/08/2020,171.4699809,2548.731845,11338.20
02/08/2020,173.8680784,2705.962783,11797.58
03/08/2020,170.4283526,2462.394629,11094.02
04/08/2020,171.2162658,2510.473196,11236.10
05/08/2020,171.1959184,2497.196979,11202.65
06/08/2020,173.1615828,2683.567095,11721.44
07/08/2020,173.4142924,2699.918123,11769.31
08/08/2020,172.8365998,2637.921441,11598.97
09/08/2020,173.4368948,2689.01966,11743.01
10/08/2020,173.2993456,2665.39307,11680.52
11/08/2020,174.563817,2727.129521,11870.37
12/08/2020,172.6828473,2556.351151,11392.64
13/08/2020,173.4811252,2620.79498,11575.51
14/08/2020,174.2725293,2691.41036,11773.45
15/08/2020,174.3645445,2690.706921,11774.41
16/08/2020,174.7364763,2723.683215,11866.91
17/08/2020,174.9317271,2734.597136,11899.64
18/08/2020,175.9334871,2890.904649,12315.76
19/08/2020,175.1824176,2769.234399,11992.70
20/08/2020,174.4440705,2674.582569,11736.85
21/08/2020,174.9492754,2721.405467,11867.52
22/08/2020,173.9711484,2594.443921,11524.70
23/08/2020,174.623619,2650.400219,11682.29
24/08/2020,174.8219805,2641.305374,11665.61
25/08/2020,175.2478096,2679.016681,11771.41
26/08/2020,173.7560125,2529.801789,11358.45
27/08/2020,174.3607518,2568.541862,11472.05
28/08/2020,173.8227079,2511.315024,11314.67
29/08/2020,174.7298324,2586.73112,11527.88
30/08/2020,174.7139423,2571.915865,11490.76
31/08/2020,175.4766861,2647.025407,11698.98
01/09/2020,175.5589561,2637.712054,11678.35
02/09/2020,176.3460112,2746.405464,11970.36
03/09/2020,174.6392211,2541.986339,11414.52
04/09/2020,166.9412958,2167.261847,10261.49
05/09/2020,168.7204388,2231.22738,10471.97
06/09/2020,166.066456,2123.942738,10128.64
07/09/2020,167.2686396,2160.066655,10253.30
08/09/2020,168.3855256,2193.129051,10367.88
09/09/2020,166.3177239,2112.875055,10108.64
10/09/2020,167.4777986,2145.383704,10223.11
11/09/2020,168.5874579,2177.295358,10334.63
12/09/2020,169.2107851,2191.07667,10387.02
13/09/2020,169.8138089,2204.11547,10436.98
14/09/2020,169.0864737,2166.482306,10322.52
15/09/2020,171.8496733,2271.207674,10662.72
16/09/2020,172.8417986,2306.59181,10779.38
17/09/2020,174.1339944,2367.630499,10968.32
18/09/2020,174.2250115,2353.60556,10936.29
19/09/2020,174.4146431,2344.816354,10920.11
20/09/2020,175.416853,2395.038093,11073.78
21/09/2020,175.004847,2338.261884,10921.22
22/09/2020,172.2281948,2182.913123,10455.38
23/09/2020,173.1116869,2198.486497,10519.84
24/09/2020,170.9312401,2108.53573,10233.30
25/09/2020,175.2760565,2261.411528,10739.04
26/09/2020,175.9234398,2231.335106,10683.63
27/09/2020,176.6513338,2246.305114,10742.03
28/09/2020,177.1858049,2246.752922,10758.82
29/09/2020,177.6013281,2229.112426,10727.38
30/09/2020,177.9695087,2270.728521,10841.14
01/10/2020,177.5903491,2246.749351,10772.35
02/10/2020,176.5835771,2190.167786,10606.62
03/10/2020,176.3493833,2177.86095,10570.11
04/10/2020,176.2544306,2173.040115,10555.71
05/10/2020,176.953013,2210.170087,10665.62
06/10/2020,177.661775,2245.956948,10772.64
07/10/2020,176.4907571,2187.060896,10596.37
08/10/2020,176.9610006,2210.728271,10667.19
09/10/2020,178.5350771,2289.227648,10902.53
10/10/2020,179.6897743,2346.368225,11074.10
11/10/2020,181.2874583,2421.80819,11302.85
12/10/2020,181.828406,2446.495146,11378.26
13/10/2020,182.9906336,2502.938398,11548.40
14/10/2020,182.2604958,2464.736668,11434.97
15/10/2020,182.1732507,2458.367912,11417.11
16/10/2020,182.7759721,2486.482927,11502.58
17/10/2020,181.7595457,2430.921147,11338.99
18/10/2020,181.9961717,2437.878302,11362.80
19/10/2020,182.9466869,2478.876399,11489.62
20/10/2020,184.7206099,2563.56198,11745.81
21/10/2020,186.0686784,2623.291955,11929.46
22/10/2020,190.6189666,2950.222115,12848.49
23/10/2020,191.3973173,3002.711586,12997.50
24/10/2020,191.2685946,2985.89301,12953.43
25/10/2020,192.2974218,3039.974163,13113.87
26/10/2020,192.0422204,3012.974554,13041.64
27/10/2020,192.3467382,3025.432862,13080.66
28/10/2020,194.6390032,3245.378486,13675.52
29/10/2020,193.056294,3104.212388,13290.33
30/10/2020,193.9208752,3170.6318,13475.22
31/10/2020,194.4996978,3216.899377,13603.30
01/11/2020,195.3735899,3291.179709,13807.23
02/11/2020,195.5842982,3259.02813,13736.90
03/11/2020,197.1108538,3180.34574,13595.56
04/11/2020,198.3251169,3332.980347,13996.92
05/11/2020,198.9603957,3380.267743,14129.15
